,Марка,Модель,Год выпуска,Город продажи,Тип топлива,"Объем двигателя, л.","Мощность, л.с.",Коробка передач,Привод,Цвет,"Пробег, км",Поколение,Количество регистраций,"Цена, руб."
657,Porsche,Cayenne,2007,Губкинский,бензин,4.8,385.0,АКПП,4WD,черный,139000.0,"1 поколение, рестайлинг",4.0,1350000
658,Porsche,Cayenne,2011,Иркутск,бензин,4.8,400.0,АКПП,4WD,белый,142000.0,2 поколение,7.0,2200000
659,Porsche,Macan,2016,Москва,дизель,3.0,245.0,робот,4WD,серый,70000.0,1 поколение,2.0,4500000
660,Porsche,Cayenne,2014,Октябрьский,бензин,4.8,400.0,АКПП,4WD,коричневый,144000.0,2 поколение,4.0,3550000
661,Porsche,Cayenne,2004,Иркутск,бензин,4.5,340.0,АКПП,4WD,черный,225000.0,1 поколение,9.0,750000
662,Porsche,Cayenne,2018,Ангарск,бензин,4.0,550.0,АКПП,4WD,белый,29838.0,3 поколение,2.0,9900000
663,Porsche,Cayman,2016,Москва,бензин,2.7,275.0,робот,задний,черный,91197.0,2 поколение,7.0,3730730
664,Porsche,Cayenne,2012,Уссурийск,бензин,4.8,500.0,АКПП,4WD,черный,79000.0,2 поколение,5.0,2600000
665,Porsche,Macan,2014,Тюмень,бензин,3.0,340.0,робот,4WD,черный,102500.0,1 поколение,1.0,2950000
666,Porsche,Cayenne,2011,Москва,дизель,3.0,240.0,АКПП,4WD,коричневый,145000.0,2 поколение,9.0,2500000
667,Porsche,Cayenne,2007,Екатеринбург,бензин,4.8,385.0,АКПП,4WD,черный,90000.0,"1 поколение, рестайлинг",4.0,1500000
668,Porsche,Cayenne,2012,Новосибирск,бензин,4.8,420.0,АКПП,4WD,черный,200000.0,2 поколение,,1600000
669,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,серебристый,64000.0,3 поколение,2.0,7600000
670,Porsche,Cayenne,2014,Москва,дизель,4.1,385.0,АКПП,4WD,белый,123000.0,"2 поколение, рестайлинг",,4000000
671,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,белый,0.0,3 поколение,,12990000
672,Porsche,Macan,2016,Казань,дизель,3.0,245.0,робот,4WD,синий,154212.0,1 поколение,2.0,3250000
673,Porsche,Panamera,2011,Севастополь,бензин,4.8,400.0,робот,4WD,коричневый,163321.0,1 поколение,6.0,3249000
674,Porsche,Cayenne,2017,Курган,бензин,3.6,440.0,АКПП,4WD,синий,200000.0,"2 поколение, рестайлинг",2.0,5500000
675,Porsche,Cayman,2020,Москва,бензин,2.5,350.0,робот,задний,серый,7771.0,3 поколение,2.0,9595000
676,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,1038.0,3 поколение,,13290000
677,Porsche,Cayenne,2021,Екатеринбург,бензин,3.0,340.0,АКПП,4WD,белый,13450.0,3 поколение,1.0,10900000
678,Porsche,Cayenne,2011,Краснодар,дизель,3.0,245.0,АКПП,4WD,коричневый,167409.0,2 поколение,3.0,2350000
679,Porsche,Cayenne Coupe,2020,Москва,бензин,3.0,340.0,АКПП,4WD,серый,19700.0,1 поколение,2.0,13600000
680,Porsche,Cayenne,2014,Москва,бензин,4.8,500.0,АКПП,4WD,черный,32000.0,2 поколение,4.0,4370000
681,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,белый,86325.0,3 поколение,,7900000
682,Porsche,Cayenne,2012,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,коричневый,199000.0,2 поколение,5.0,2699000
683,Porsche,Cayenne,2022,Москва,бензин,4.0,460.0,АКПП,4WD,черный,10.0,3 поколение,,17799000
684,Porsche,Cayenne,2007,Промышленная,бензин,3.6,290.0,АКПП,4WD,бордовый,198000.0,"1 поколение, рестайлинг",11.0,1490000
685,Porsche,Cayenne,2008,Артём,бензин,4.8,500.0,АКПП,4WD,черный,161000.0,"1 поколение, рестайлинг",3.0,1290000
686,Porsche,Panamera,2017,Пятигорск,бензин,2.9,440.0,робот,4WD,белый,78000.0,2 поколение,,7500000
687,Porsche,Cayenne,2013,Казань,бензин,3.0,333.0,АКПП,4WD,черный,200000.0,2 поколение,5.0,3500000
688,Porsche,Taycan,2021,Екатеринбург,,,530.0,автомат,4WD,белый,22027.0,,1.0,15600000
689,Porsche,Cayenne,2003,Нижняя Салда,бензин,3.2,250.0,АКПП,4WD,серебристый,370000.0,1 поколение,5.0,700000
690,Porsche,Panamera,2015,Хабаровск,бензин,3.0,420.0,робот,4WD,белый,77000.0,"1 поколение, рестайлинг",,3499999
691,Porsche,Cayenne,2011,Екатеринбург,бензин,4.8,400.0,АКПП,4WD,черный,185909.0,2 поколение,4.0,2075000
692,Porsche,Cayenne,2014,Новосибирск,бензин,3.6,300.0,АКПП,4WD,коричневый,121000.0,2 поколение,,3599000
693,Porsche,Cayenne,2003,Краснодар,бензин,4.5,450.0,АКПП,4WD,оранжевый,230000.0,1 поколение,10.0,530000
694,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,красный,,3 поколение,,13370000
695,Porsche,Cayenne,2021,Санкт-Петербург,бензин,4.0,550.0,АКПП,4WD,черный,2927.0,3 поколение,1.0,22648100
696,Porsche,Macan,2022,Санкт-Петербург,бензин,2.0,265.0,робот,4WD,оранжевый,,"1 поколение, 2 рестайлинг",,9247500
697,Porsche,Macan,2021,Санкт-Петербург,бензин,2.0,265.0,робот,4WD,белый,6900.0,"1 поколение, 2 рестайлинг",1.0,7620000
698,Porsche,Macan,2022,Санкт-Петербург,бензин,2.0,265.0,робот,4WD,белый,,"1 поколение, 2 рестайлинг",,8290000
699,Porsche,Macan,2017,Москва,дизель,3.0,245.0,робот,4WD,коричневый,72000.0,1 поколение,3.0,4085000
700,Porsche,Cayenne,2015,Москва,дизель,3.0,245.0,АКПП,4WD,красный,79774.0,"2 поколение, рестайлинг",1.0,4240000
701,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,синий,57595.0,3 поколение,2.0,7500000
702,Porsche,Cayenne,2007,Тюмень,бензин,4.8,385.0,АКПП,4WD,черный,210000.0,"1 поколение, рестайлинг",7.0,900000
703,Porsche,Boxster,2001,Уфа,бензин,2.7,220.0,автомат,задний,серебристый,90793.0,,3.0,1400000
704,Porsche,Cayenne,2006,Екатеринбург,бензин,3.2,250.0,АКПП,4WD,белый,230000.0,1 поколение,4.0,1100000
705,Porsche,Cayenne,2004,Хабаровск,бензин,3.2,250.0,АКПП,4WD,золотистый,195500.0,1 поколение,7.0,820000
706,Porsche,Macan,2018,Уфа,бензин,2.0,252.0,робот,4WD,синий,45000.0,1 поколение,2.0,4400000
707,Porsche,Cayenne,2008,Краснодар,бензин,4.8,550.0,АКПП,4WD,белый,115000.0,"1 поколение, рестайлинг",,2499000
708,Porsche,Macan,2014,Омск,бензин,3.6,400.0,робот,4WD,синий,110500.0,1 поколение,8.0,2540000
709,Porsche,Cayenne,2007,Новосибирск,бензин,4.8,385.0,АКПП,4WD,черный,198452.0,"1 поколение, рестайлинг",13.0,1230000
710,Porsche,Panamera,2011,Москва,бензин,4.8,400.0,робот,4WD,синий,89149.0,1 поколение,3.0,2591000
711,Porsche,Macan,2014,Нягань,бензин,3.0,340.0,робот,4WD,белый,90000.0,1 поколение,4.0,3200000
712,Porsche,Cayenne,2013,Барнаул,бензин,3.6,300.0,АКПП,4WD,синий,180000.0,2 поколение,6.0,2800000
713,Porsche,Cayenne,2010,Екатеринбург,бензин,4.8,500.0,АКПП,4WD,белый,125000.0,2 поколение,9.0,2400000
714,Porsche,Cayenne,2011,Хабаровск,дизель,3.0,240.0,АКПП,4WD,белый,155000.0,2 поколение,8.0,2911100
715,Porsche,Cayenne,2004,Улан-Удэ,бензин,4.5,340.0,АКПП,4WD,черный,214041.0,1 поколение,3.0,800000
716,Porsche,Cayenne,2012,Новосибирск,бензин,3.6,300.0,АКПП,4WD,коричневый,108800.0,2 поколение,3.0,2850000
717,Porsche,Cayenne,2017,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,черный,155001.0,"2 поколение, рестайлинг",3.0,3720000
718,Porsche,Cayenne,2016,Пермь,бензин,3.6,440.0,АКПП,4WD,черный,117502.0,"2 поколение, рестайлинг",2.0,4370000
719,Porsche,Cayenne,2021,Пермь,бензин,3.0,340.0,АКПП,4WD,черный,32814.0,3 поколение,1.0,10480000
720,Porsche,Cayenne,2015,Краснодар,бензин,3.6,300.0,АКПП,4WD,черный,143000.0,"2 поколение, рестайлинг",5.0,3249000
722,Porsche,Cayenne,2019,Краснодар,бензин,3.0,340.0,АКПП,4WD,белый,107839.0,3 поколение,2.0,6049000
723,Porsche,Cayenne,2021,Симферополь,бензин,3.0,340.0,АКПП,4WD,оранжевый,3700.0,3 поколение,1.0,10900000
724,Porsche,Panamera,2020,Москва,бензин,4.0,460.0,робот,4WD,белый,53161.0,2 поколение,2.0,11465000
725,Porsche,Macan,2014,Казань,бензин,3.0,340.0,робот,4WD,белый,113890.0,1 поколение,3.0,2599000
726,Porsche,Macan,2019,Новосибирск,бензин,2.0,252.0,робот,4WD,черный,19000.0,"1 поколение, рестайлинг",3.0,6300000
727,Porsche,Cayenne,2013,Ижевск,бензин,3.6,300.0,АКПП,4WD,черный,162000.0,2 поколение,5.0,2250000
728,Porsche,Cayenne,2007,Екатеринбург,бензин,4.8,500.0,АКПП,4WD,зеленый,151300.0,"1 поколение, рестайлинг",5.0,819000
729,Porsche,Cayenne,2012,Новосибирск,бензин,4.8,500.0,АКПП,4WD,коричневый,137000.0,2 поколение,3.0,2200000
730,Porsche,911,2017,Москва,бензин,3.0,450.0,механика,4WD,красный,9500.0,"7 поколение, рестайлинг",1.0,10700000
731,Porsche,Panamera,2019,Москва,бензин,4.0,550.0,робот,4WD,серый,37000.0,2 поколение,1.0,12500000
732,Porsche,Macan,2015,Новосибирск,бензин,3.0,340.0,робот,4WD,синий,75000.0,1 поколение,,4000000
733,Porsche,Macan,2022,Москва,бензин,2.0,252.0,робот,4WD,синий,,"1 поколение, рестайлинг",,11690000
734,Porsche,Cayenne,2022,Москва,бензин,4.0,460.0,АКПП,4WD,белый,,3 поколение,,16790000
735,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,,3 поколение,,13990000
738,Porsche,Macan,2019,Иркутск,бензин,2.0,252.0,робот,4WD,белый,39000.0,1 поколение,2.0,5280000
739,Porsche,Cayenne,2020,Минеральные Воды,бензин,3.0,340.0,АКПП,4WD,синий,23528.0,3 поколение,1.0,9499000
740,Porsche,Cayenne,2019,Новосибирск,бензин,2.9,440.0,АКПП,4WD,белый,44000.0,3 поколение,,7999000
741,Porsche,Macan,2014,Владивосток,бензин,3.6,400.0,робот,4WD,золотистый,120000.0,1 поколение,,3200000
742,Porsche,Macan,2014,Санкт-Петербург,бензин,3.0,340.0,робот,4WD,серый,132001.0,1 поколение,2.0,2529000
743,Porsche,Cayenne,2007,Тюмень,бензин,4.8,500.0,АКПП,4WD,черный,87000.0,"1 поколение, рестайлинг",5.0,1300000
744,Porsche,Cayenne,2008,Баксан,бензин,4.8,385.0,АКПП,4WD,черный,209000.0,"1 поколение, рестайлинг",7.0,1000000
745,Porsche,Panamera,2009,Владимир,бензин,4.8,400.0,робот,4WD,голубой,176000.0,1 поколение,6.0,1850000
746,Porsche,Cayenne,2003,Москва,бензин,3.2,250.0,АКПП,4WD,белый,287000.0,1 поколение,12.0,620000
747,Porsche,911,2013,Москва,бензин,3.8,400.0,робот,задний,красный,69484.0,7 поколение,2.0,5980000
748,Porsche,Cayenne,2016,Москва,бензин,3.6,300.0,АКПП,4WD,черный,150361.0,"2 поколение, рестайлинг",3.0,2998000
749,Porsche,Cayenne,2004,Новосибирск,бензин,4.5,340.0,АКПП,4WD,серый,248000.0,1 поколение,14.0,830000
750,Porsche,Cayenne,2007,Екатеринбург,бензин,4.8,385.0,АКПП,4WD,черный,218000.0,"1 поколение, рестайлинг",5.0,720000
751,Porsche,Macan,2021,Санкт-Петербург,бензин,2.0,252.0,робот,4WD,серый,33976.0,"1 поколение, рестайлинг",1.0,6249000
752,Porsche,Macan,2023,Москва,бензин,2.9,380.0,робот,4WD,серый,50.0,"1 поколение, 2 рестайлинг",2.0,10250000
753,Porsche,Macan,2023,Москва,бензин,2.9,380.0,робот,4WD,черный,50.0,"1 поколение, 2 рестайлинг",1.0,10400000
754,Porsche,Panamera,2015,Санкт-Петербург,бензин,3.6,310.0,робот,4WD,бежевый,91580.0,"1 поколение, рестайлинг",5.0,3350000
755,Porsche,Cayenne,2006,Тюмень,бензин,4.5,450.0,АКПП,4WD,черный,290000.0,1 поколение,13.0,700000
756,Porsche,Cayenne,2015,Тольятти,дизель,3.0,245.0,АКПП,4WD,черный,120000.0,"2 поколение, рестайлинг",4.0,4400000
757,Porsche,Macan,2019,Москва,бензин,2.0,252.0,робот,4WD,серебристый,80564.0,1 поколение,2.0,4620000
758,Porsche,Cayenne,2015,Москва,бензин,4.8,520.0,АКПП,4WD,черный,153362.0,"2 поколение, рестайлинг",2.0,3690000
759,Porsche,Cayenne,2008,Абакан,бензин,4.8,385.0,АКПП,4WD,синий,185000.0,"1 поколение, рестайлинг",8.0,1750000
760,Porsche,Cayenne,2004,Челябинск,бензин,4.5,340.0,АКПП,4WD,красный,178000.0,1 поколение,10.0,480000
761,Porsche,Cayenne,2007,Ханты-Мансийск,бензин,4.8,385.0,АКПП,4WD,белый,216000.0,"1 поколение, рестайлинг",9.0,880000
762,Porsche,Panamera,2009,Курган,бензин,4.8,500.0,робот,4WD,белый,158200.0,1 поколение,11.0,2200000
763,Porsche,Panamera,2017,Пятигорск,бензин,3.0,330.0,робот,4WD,синий,5800.0,2 поколение,4.0,8870000
764,Porsche,Cayenne,2013,Новосибирск,бензин,3.6,300.0,АКПП,4WD,черный,80000.0,2 поколение,9.0,3000000
765,Porsche,Macan,2021,Москва,бензин,2.9,380.0,робот,4WD,,24000.0,"1 поколение, рестайлинг",,8500000
766,Porsche,Cayenne,2011,Екатеринбург,бензин,4.8,400.0,АКПП,4WD,фиолетовый,149000.0,2 поколение,5.0,1990000
767,Porsche,Cayenne,2012,Новосибирск,дизель,3.0,245.0,АКПП,4WD,черный,232000.0,2 поколение,3.0,2800000
768,Porsche,Cayenne,2011,Пермь,бензин,4.8,500.0,АКПП,4WD,серебристый,240000.0,2 поколение,4.0,1550000
769,Porsche,Cayenne,2009,Краснодар,дизель,3.0,240.0,АКПП,4WD,белый,193000.0,"1 поколение, рестайлинг",4.0,1685000
770,Porsche,911,2018,Санкт-Петербург,бензин,3.0,420.0,робот,4WD,желтый,18962.0,"7 поколение, рестайлинг",2.0,9150000
771,Porsche,Cayenne,2022,Санкт-Петербург,бензин,4.0,460.0,АКПП,4WD,белый,4800.0,3 поколение,,15900000
772,Porsche,Cayenne,2013,Москва,дизель,3.0,245.0,АКПП,4WD,коричневый,76461.0,2 поколение,1.0,3320000
773,Porsche,Cayenne,2010,Краснодар,бензин,3.6,300.0,АКПП,4WD,серый,160900.0,2 поколение,3.0,1850000
774,Porsche,Cayenne,2010,Томск,бензин,4.8,400.0,АКПП,4WD,белый,160000.0,2 поколение,8.0,2400000
775,Porsche,Cayenne,2013,Таганрог,дизель,3.0,245.0,АКПП,4WD,черный,187000.0,2 поколение,,3390000
776,Porsche,Cayman,2018,Москва,бензин,2.0,300.0,робот,задний,голубой,23000.0,3 поколение,,4999000
777,Porsche,Cayenne,2007,Черкесск,бензин,4.8,385.0,АКПП,4WD,черный,230000.0,"1 поколение, рестайлинг",9.0,700000
778,Porsche,Cayenne,2003,Волжский,бензин,4.5,340.0,АКПП,4WD,черный,140000.0,1 поколение,6.0,390000
779,Porsche,Cayenne,2008,Москва,бензин,4.8,500.0,АКПП,4WD,зеленый,238000.0,"1 поколение, рестайлинг",14.0,750000
780,Porsche,Macan,2017,Челябинск,дизель,3.0,245.0,робот,4WD,черный,106000.0,1 поколение,1.0,4500000
781,Porsche,Macan,2015,Москва,дизель,3.0,245.0,робот,4WD,черный,120370.0,1 поколение,4.0,3237000
782,Porsche,Panamera,2010,Иркутск,бензин,4.8,400.0,робот,4WD,черный,168000.0,1 поколение,9.0,2560000
783,Porsche,Cayenne,2015,Москва,дизель,4.1,385.0,АКПП,4WD,белый,91254.0,"2 поколение, рестайлинг",1.0,5643000
784,Porsche,Cayenne,2011,Владивосток,бензин,3.0,333.0,АКПП,4WD,белый,168000.0,2 поколение,1.0,2300000
785,Porsche,Cayenne,2010,Ярославль,бензин,3.6,300.0,АКПП,4WD,белый,184400.0,2 поколение,6.0,1850000
786,Porsche,Cayenne,2020,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,черный,43000.0,3 поколение,1.0,8450000
787,Porsche,Cayenne,2012,Сатка,дизель,3.0,245.0,АКПП,4WD,черный,243000.0,2 поколение,4.0,2800000
788,Porsche,Cayenne,2015,Барнаул,дизель,3.0,245.0,АКПП,4WD,коричневый,208000.0,"2 поколение, рестайлинг",6.0,4250000
789,Porsche,Macan,2014,Москва,бензин,3.6,400.0,робот,4WD,черный,107000.0,1 поколение,1.0,3300000
790,Porsche,Cayenne,2007,Якутск,бензин,4.8,385.0,АКПП,4WD,черный,206000.0,"1 поколение, рестайлинг",15.0,1100000
791,Porsche,Macan,2018,Москва,бензин,2.0,252.0,робот,4WD,белый,125313.0,1 поколение,2.0,3605000
792,Porsche,Cayenne,2011,Иркутск,бензин,4.8,400.0,АКПП,4WD,коричневый,243555.0,2 поколение,2.0,1777999
793,Porsche,Cayenne,2018,Нижний Новгород,бензин,3.0,340.0,АКПП,4WD,коричневый,60821.0,3 поколение,,6190000
794,Porsche,Cayenne,2022,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,серый,21.0,3 поколение,,16750000
795,Porsche,Cayenne,2008,Владивосток,бензин,4.8,385.0,АКПП,4WD,черный,207000.0,"1 поколение, рестайлинг",,1250000
796,Porsche,Cayenne,2014,Новосибирск,дизель,3.0,245.0,АКПП,4WD,коричневый,146000.0,"2 поколение, рестайлинг",2.0,3399000
797,Porsche,Macan,2017,Красноярск,дизель,3.0,245.0,робот,4WD,черный,122000.0,1 поколение,2.0,3900000
798,Porsche,Cayenne,2014,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,коричневый,216204.0,2 поколение,5.0,2349789
799,Porsche,Cayenne,2011,Москва,бензин,4.8,500.0,АКПП,4WD,серый,117622.0,2 поколение,3.0,2145000
800,Porsche,Panamera,2017,Санкт-Петербург,бензин,2.9,440.0,робот,4WD,серебристый,99712.0,2 поколение,2.0,6500000
801,Porsche,Panamera,2011,Москва,бензин,3.6,300.0,робот,задний,белый,128500.0,1 поколение,2.0,2444000
802,Porsche,Panamera,2021,Москва,бензин,2.9,330.0,робот,4WD,красный,18560.0,"2 поколение, рестайлинг",1.0,12890000
803,Porsche,Cayenne,2011,Москва,дизель,3.0,239.0,автомат,4WD,белый,156098.0,,2.0,2260000
804,Porsche,Cayenne,2004,Еткуль,бензин,3.2,250.0,АКПП,4WD,,280000.0,1 поколение,12.0,700000
805,Porsche,Cayenne,2007,Владивосток,бензин,4.8,500.0,АКПП,4WD,черный,135000.0,"1 поколение, рестайлинг",4.0,1600000
806,Porsche,Cayenne,2011,Ноябрьск,бензин,4.8,500.0,АКПП,4WD,черный,162000.0,2 поколение,7.0,2600000
807,Porsche,Cayenne,2012,Челябинск,дизель,3.0,245.0,АКПП,4WD,коричневый,205000.0,2 поколение,3.0,2450000
808,Porsche,Cayenne,2009,Ханты-Мансийск,дизель,3.0,240.0,АКПП,4WD,белый,203000.0,"1 поколение, рестайлинг",9.0,1710000
809,Porsche,Cayenne,2007,Крымск,бензин,4.8,500.0,АКПП,4WD,серый,260000.0,"1 поколение, рестайлинг",,700000
810,Porsche,Cayenne,2011,Тюмень,дизель,3.0,245.0,АКПП,4WD,серый,215000.0,2 поколение,2.0,2450000
811,Porsche,Cayenne,2017,Москва,дизель,3.0,245.0,АКПП,4WD,фиолетовый,76333.0,"2 поколение, рестайлинг",2.0,4419000
812,Porsche,Cayenne,2013,Москва,дизель,3.0,245.0,АКПП,4WD,черный,162000.0,2 поколение,2.0,2530000
813,Porsche,Panamera,2013,Томск,бензин,3.0,420.0,робот,4WD,белый,95000.0,"1 поколение, рестайлинг",6.0,3250000
814,Porsche,Cayenne,2003,Искитим,бензин,4.5,340.0,АКПП,4WD,черный,288000.0,1 поколение,8.0,760000
815,Porsche,Cayenne,2016,Новосибирск,дизель,3.0,245.0,АКПП,4WD,белый,125000.0,"2 поколение, рестайлинг",3.0,4500000
816,Porsche,Cayenne,2020,Москва,бензин,3.0,340.0,АКПП,4WD,коричневый,47813.0,3 поколение,1.0,8897000
817,Porsche,Cayenne,2013,Тула,дизель,4.1,382.0,АКПП,4WD,коричневый,177342.0,2 поколение,4.0,2689000
818,Porsche,Macan,2021,Санкт-Петербург,бензин,2.0,252.0,робот,4WD,белый,17800.0,"1 поколение, рестайлинг",2.0,6460000
819,Porsche,Cayenne,2018,Пермь,бензин,4.0,550.0,АКПП,4WD,белый,95003.0,3 поколение,2.0,7900000
820,Porsche,Cayenne,2015,Тюмень,бензин,3.6,300.0,АКПП,4WD,черный,125979.0,"2 поколение, рестайлинг",2.0,4549000
821,Porsche,Cayenne,2013,Санкт-Петербург,бензин,4.8,420.0,АКПП,4WD,белый,160000.0,2 поколение,5.0,1999999
822,Porsche,Cayenne,2019,Москва,бензин,3.0,340.0,АКПП,4WD,серый,208000.0,3 поколение,1.0,5200000
823,Porsche,Macan,2018,Тюмень,бензин,2.0,252.0,робот,4WD,черный,68000.0,1 поколение,1.0,3980000
824,Porsche,Cayenne,2008,Нижневартовск,бензин,3.6,290.0,АКПП,4WD,белый,182000.0,"1 поколение, рестайлинг",9.0,1200000
825,Porsche,Cayenne,2010,Новосибирск,дизель,3.0,240.0,АКПП,4WD,белый,215000.0,"1 поколение, рестайлинг",4.0,1650000
826,Porsche,Cayenne,2003,Тюмень,бензин,4.5,340.0,АКПП,4WD,белый,279000.0,1 поколение,10.0,639000
827,Porsche,Panamera,2013,Екатеринбург,бензин,3.6,310.0,робот,4WD,белый,145000.0,"1 поколение, рестайлинг",7.0,2970000
828,Porsche,Panamera,2011,Красноярск,бензин,3.6,300.0,робот,4WD,серый,121400.0,1 поколение,3.0,2650000
829,Porsche,Panamera,2010,Тюмень,бензин,3.6,300.0,робот,4WD,белый,142000.0,1 поколение,9.0,2250000
830,Porsche,Cayenne,2021,Екатеринбург,бензин,3.0,340.0,АКПП,4WD,черный,21764.0,3 поколение,1.0,11999000
831,Porsche,Cayenne,2007,Нижний Тагил,бензин,4.8,385.0,АКПП,4WD,серый,48300.0,"1 поколение, рестайлинг",3.0,2200000
832,Porsche,Cayenne Coupe,2022,Тюмень,бензин,3.0,340.0,АКПП,4WD,серый,22.0,1 поколение,,14056960
833,Porsche,Cayenne,2013,Барнаул,бензин,3.6,300.0,АКПП,4WD,красный,164000.0,2 поколение,3.0,2550000
834,Porsche,Cayenne,2013,Череповец,дизель,3.0,245.0,АКПП,4WD,черный,156000.0,2 поколение,3.0,2639999
836,Porsche,Cayenne,2003,Хабаровск,бензин,4.5,340.0,АКПП,4WD,серебристый,210000.0,1 поколение,14.0,328000
837,Porsche,Cayenne,2018,Москва,бензин,3.0,340.0,АКПП,4WD,черный,100109.0,3 поколение,6.0,5700000
838,Porsche,Boxster,2013,Красноярск,бензин,3.4,315.0,робот,задний,желтый,30500.0,3 поколение,2.0,5000000
839,Porsche,Panamera,2017,Владивосток,бензин,2.9,440.0,автомат,4WD,синий,117000.0,,,5100000
840,Porsche,Boxster,2017,Владивосток,бензин,2.5,350.0,робот,задний,белый,5229.0,4 поколение,,6300000
841,Porsche,Cayenne,2018,Санкт-Петербург,бензин,4.0,550.0,АКПП,4WD,черный,105256.0,3 поколение,1.0,8900000
842,Porsche,Cayenne,2010,Москва,дизель,3.0,239.0,автомат,4WD,черный,210872.0,,3.0,2200000
843,Porsche,Cayenne,2012,Новосибирск,бензин,4.8,500.0,АКПП,4WD,белый,245000.0,2 поколение,5.0,2299000
844,Porsche,Cayenne,2012,Махачкала,бензин,3.6,300.0,АКПП,4WD,белый,228000.0,2 поколение,3.0,2125000
845,Porsche,Cayenne,2003,Новосибирск,бензин,4.5,340.0,АКПП,4WD,бежевый,261000.0,1 поколение,9.0,730000
846,Porsche,Cayenne,2019,Санкт-Петербург,бензин,2.9,440.0,АКПП,4WD,черный,56498.0,3 поколение,1.0,8850000
847,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,,3 поколение,,13425000
848,Porsche,Cayenne,2010,Москва,бензин,4.8,500.0,АКПП,4WD,черный,215000.0,2 поколение,3.0,2200000
849,Porsche,Cayenne,2012,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,коричневый,79510.0,2 поколение,6.0,2350000
850,Porsche,Macan,2019,Артём,бензин,2.0,252.0,робот,4WD,черный,65000.0,"1 поколение, рестайлинг",2.0,4400000
851,Porsche,Panamera,2012,Новосибирск,бензин,3.0,333.0,автомат,задний,белый,122000.0,1 поколение,13.0,2195000
852,Porsche,Cayenne,2018,Новосибирск,бензин,3.0,340.0,АКПП,4WD,голубой,30000.0,3 поколение,2.0,9000000
853,Porsche,Cayenne,2015,Челябинск,бензин,3.6,300.0,АКПП,4WD,белый,132000.0,"2 поколение, рестайлинг",3.0,4500000
854,Porsche,Cayenne,2008,Челябинск,бензин,4.8,385.0,АКПП,4WD,белый,262000.0,"1 поколение, рестайлинг",5.0,1150000
855,Porsche,Taycan,2021,Санкт-Петербург,,,761.0,автомат,4WD,черный,900.0,,1.0,22500000
856,Porsche,Boxster,2021,Санкт-Петербург,бензин,2.0,300.0,робот,задний,синий,15.0,4 поколение,1.0,13500000
857,Porsche,Cayenne,2018,Санкт-Петербург,бензин,2.9,440.0,АКПП,4WD,серый,57541.0,3 поколение,1.0,7690000
858,Porsche,Panamera,2021,Санкт-Петербург,бензин,4.0,480.0,робот,4WD,черный,18010.0,"2 поколение, рестайлинг",2.0,16200000
859,Porsche,Boxster,2021,Санкт-Петербург,бензин,2.0,300.0,робот,задний,серый,3414.0,4 поколение,,9950000
860,Porsche,Macan,2019,Санкт-Петербург,бензин,2.0,252.0,робот,4WD,белый,49477.0,1 поколение,3.0,5350000
861,Porsche,Cayenne,2018,Санкт-Петербург,бензин,4.0,550.0,АКПП,4WD,серый,17372.0,3 поколение,1.0,10250000
862,Porsche,Macan,2019,Санкт-Петербург,бензин,3.0,354.0,робот,4WD,черный,49726.0,"1 поколение, рестайлинг",2.0,6750000
863,Porsche,Cayenne,2019,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,черный,57596.0,3 поколение,1.0,8250000
864,Porsche,Panamera,2020,Санкт-Петербург,бензин,2.9,330.0,робот,4WD,коричневый,5876.0,"2 поколение, рестайлинг",1.0,15900000
865,Porsche,Cayenne,2018,Санкт-Петербург,бензин,3.0,340.0,АКПП,4WD,синий,66089.0,3 поколение,1.0,7250000
866,Porsche,Cayenne,2014,Челябинск,дизель,3.0,245.0,АКПП,4WD,коричневый,101000.0,2 поколение,3.0,3650000
867,Porsche,Cayenne,2012,Москва,бензин,4.8,420.0,АКПП,4WD,синий,134000.0,2 поколение,3.0,2500000
868,Porsche,Cayenne,2012,Екатеринбург,бензин,4.8,400.0,АКПП,4WD,белый,215000.0,2 поколение,4.0,2100000
869,Porsche,Cayenne,2007,Владикавказ,бензин,4.8,385.0,АКПП,4WD,белый,197000.0,"1 поколение, рестайлинг",9.0,1000000
870,Porsche,Cayenne,2003,Комсомольск-на-Амуре,бензин,4.5,340.0,АКПП,4WD,бордовый,160000.0,1 поколение,9.0,750000
