,Марка,Модель,Год выпуска,Город продажи,Тип топлива,"Объем двигателя, л.","Мощность, л.с.",Коробка передач,Привод,Цвет,"Пробег, км",Поколение,Количество регистраций,"Цена, руб."
0,Porsche,Macan,2014,Симферополь,бензин,3.6,400.0,робот,4WD,серый,87000.0,1 поколение,1.0,3800000
1,Porsche,Cayenne,2019,Екатеринбург,бензин,3.0,340.0,АКПП,4WD,коричневый,101156.0,3 поколение,3.0,6399000
2,Porsche,Panamera,2015,Красноярск,бензин,3.6,310.0,робот,4WD,белый,61000.0,"1 поколение, рестайлинг",5.0,4290000
3,Porsche,Cayenne,2007,Томск,бензин,4.8,385.0,АКПП,4WD,черный,265000.0,"1 поколение, рестайлинг",4.0,825000
4,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,0.0,3 поколение,,12900000
5,Porsche,Cayenne,2008,Сургут,бензин,4.8,405.0,АКПП,4WD,золотистый,173331.0,"1 поколение, рестайлинг",5.0,999000
6,Porsche,Cayenne Coupe,2019,Челябинск,бензин,3.0,340.0,АКПП,4WD,черный,35500.0,1 поколение,,8600000
7,Porsche,Macan,2014,Новосибирск,бензин,3.0,340.0,робот,4WD,коричневый,109893.0,1 поколение,5.0,2819000
8,Porsche,911,2016,Калининград,бензин,3.0,370.0,робот,задний,синий,28000.0,"7 поколение, рестайлинг",4.0,7250000
9,Porsche,Cayenne,2006,Пятигорск,бензин,4.5,450.0,АКПП,4WD,черный,72000.0,1 поколение,3.0,2200000
10,Porsche,Cayenne,2011,Екатеринбург,бензин,3.6,300.0,АКПП,4WD,фиолетовый,,2 поколение,7.0,2580000
11,Porsche,Cayenne,2015,Новосибирск,дизель,3.0,245.0,АКПП,4WD,белый,102600.0,"2 поколение, рестайлинг",2.0,4600000
12,Porsche,Cayenne,2012,Красноярск,дизель,3.0,245.0,АКПП,4WD,черный,230000.0,2 поколение,6.0,2497000
13,Porsche,Cayenne,2012,Хабаровск,дизель,3.0,245.0,АКПП,4WD,белый,155682.0,2 поколение,6.0,3200000
14,Porsche,Panamera,2009,Екатеринбург,бензин,4.8,500.0,робот,4WD,,200000.0,1 поколение,3.0,2500000
15,Porsche,Cayenne,2014,Новосибирск,дизель,4.1,382.0,АКПП,4WD,черный,232500.0,2 поколение,2.0,3100000
16,Porsche,Cayenne,2008,Тюмень,бензин,4.8,385.0,АКПП,4WD,черный,218000.0,"1 поколение, рестайлинг",8.0,1010000
17,Porsche,Macan,2021,Новосибирск,бензин,2.0,251.0,автомат,4WD,белый,9000.0,,1.0,9000000
18,Porsche,Cayenne,2008,Прокопьевск,бензин,4.8,405.0,АКПП,4WD,белый,220000.0,"1 поколение, рестайлинг",4.0,1280000
19,Porsche,Cayenne,2019,Новосибирск,бензин,3.0,340.0,АКПП,4WD,серый,69427.0,3 поколение,1.0,8550000
20,Porsche,Macan,2014,Иркутск,бензин,3.0,340.0,робот,4WD,синий,131000.0,1 поколение,3.0,3200000
21,Porsche,Cayenne,2019,Екатеринбург,бензин,3.0,340.0,АКПП,4WD,белый,44000.0,3 поколение,,7250000
23,Porsche,Cayenne,2008,Сургут,бензин,4.8,500.0,АКПП,4WD,синий,151800.0,"1 поколение, рестайлинг",3.0,1400000
24,Porsche,Cayenne,2008,Кемерово,бензин,4.8,385.0,АКПП,4WD,коричневый,208000.0,"1 поколение, рестайлинг",7.0,1350000
25,Porsche,Cayenne,2020,Новосибирск,бензин,4.0,550.0,АКПП,4WD,белый,52869.0,3 поколение,1.0,11000000
26,Porsche,Macan,2015,Владивосток,бензин,3.0,340.0,робот,4WD,синий,184000.0,1 поколение,5.0,3499990
27,Porsche,Cayenne,2006,Тюмень,бензин,4.5,450.0,АКПП,4WD,черный,200000.0,1 поколение,11.0,800000
28,Porsche,Cayenne,2011,Иркутск,бензин,3.6,300.0,АКПП,4WD,белый,198000.0,2 поколение,6.0,2750000
29,Porsche,Cayenne,2013,Москва,бензин,4.8,420.0,АКПП,4WD,черный,136479.0,2 поколение,4.0,3090000
30,Porsche,Boxster,2013,Магнитогорск,бензин,3.4,315.0,робот,задний,белый,12528.0,3 поколение,1.0,6800000
31,Porsche,Cayenne,2005,Хабаровск,бензин,3.2,250.0,АКПП,4WD,черный,177500.0,1 поколение,7.0,1050000
32,Porsche,Cayenne,2008,Мегион,бензин,4.8,550.0,АКПП,4WD,белый,147000.0,"1 поколение, рестайлинг",10.0,690000
33,Porsche,Cayenne,2013,Новосибирск,дизель,3.0,245.0,АКПП,4WD,коричневый,87000.0,2 поколение,3.0,3150000
34,Porsche,Cayenne,2013,Екатеринбург,дизель,3.0,245.0,АКПП,4WD,бежевый,122118.0,2 поколение,3.0,2275000
35,Porsche,Cayenne,2015,Симферополь,дизель,4.1,385.0,АКПП,4WD,белый,150000.0,"2 поколение, рестайлинг",2.0,4100000
36,Porsche,Cayenne,2011,Иркутск,бензин,3.6,300.0,АКПП,4WD,белый,74000.0,2 поколение,2.0,3000000
37,Porsche,Macan,2016,Москва,бензин,3.0,360.0,робот,4WD,белый,93968.0,1 поколение,3.0,3155700
38,Porsche,Cayenne,2018,Пермь,бензин,3.0,340.0,АКПП,4WD,черный,46466.0,3 поколение,2.0,7050000
39,Porsche,Cayenne,2015,Екатеринбург,бензин,4.8,520.0,АКПП,4WD,черный,149000.0,"2 поколение, рестайлинг",3.0,3650000
40,Porsche,Cayenne,2015,Новокузнецк,дизель,3.0,245.0,АКПП,4WD,коричневый,105000.0,"2 поколение, рестайлинг",3.0,4500000
41,Porsche,Cayenne,2014,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,коричневый,164633.0,2 поколение,2.0,2456000
42,Porsche,Cayenne,2015,Уфа,бензин,3.6,420.0,АКПП,4WD,красный,100000.0,"2 поколение, рестайлинг",3.0,4449000
43,Porsche,Cayenne,2012,Симферополь,бензин,4.8,400.0,АКПП,4WD,белый,120000.0,2 поколение,6.0,1750000
44,Porsche,Cayenne,2010,Майкоп,бензин,4.8,500.0,АКПП,4WD,белый,130000.0,2 поколение,11.0,2600000
45,Porsche,Cayman,2007,Москва,бензин,3.4,295.0,автомат,задний,серый,70000.0,,3.0,1990000
46,Porsche,Cayenne,2005,Красноярск,бензин,4.5,450.0,АКПП,4WD,черный,205000.0,1 поколение,8.0,740000
47,Porsche,Panamera,2013,Санкт-Петербург,бензин,3.6,310.0,робот,4WD,белый,90700.0,"1 поколение, рестайлинг",4.0,2997000
48,Porsche,Cayenne,2020,Москва,бензин,3.0,340.0,АКПП,4WD,белый,17806.0,3 поколение,2.0,8995000
49,Porsche,Cayenne,2017,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,черный,67000.0,"2 поколение, рестайлинг",1.0,4450000
50,Porsche,Panamera,2015,Санкт-Петербург,бензин,4.8,440.0,робот,4WD,черный,48295.0,"1 поколение, рестайлинг",2.0,5295000
51,Porsche,Cayenne,2007,Мирный,бензин,3.6,290.0,АКПП,4WD,белый,340000.0,"1 поколение, рестайлинг",10.0,1500000
52,Porsche,Cayenne,2005,Красноярск,бензин,4.5,340.0,АКПП,4WD,черный,184200.0,1 поколение,12.0,695000
53,Porsche,Cayenne,2018,Москва,бензин,3.0,340.0,АКПП,4WD,черный,52070.0,3 поколение,2.0,6500000
54,Porsche,Cayenne,2013,Москва,дизель,3.0,245.0,АКПП,4WD,коричневый,136544.0,2 поколение,2.0,2799000
55,Porsche,Cayenne,2005,Новосибирск,бензин,3.2,250.0,АКПП,4WD,серебристый,358000.0,1 поколение,4.0,840000
57,Porsche,Cayenne,2008,Нижневартовск,бензин,4.8,500.0,АКПП,4WD,черный,211800.0,"1 поколение, рестайлинг",10.0,1350000
58,Porsche,Macan,2019,Челябинск,бензин,3.0,354.0,робот,4WD,голубой,280.0,"1 поколение, рестайлинг",,8750000
59,Porsche,Cayenne,2014,Москва,бензин,3.6,420.0,АКПП,4WD,черный,123976.0,"2 поколение, рестайлинг",4.0,3199000
60,Porsche,Cayenne,2015,Симферополь,бензин,4.8,520.0,АКПП,4WD,серый,78000.0,"2 поколение, рестайлинг",1.0,4900000
61,Porsche,Cayenne,2008,Сургут,бензин,4.8,385.0,АКПП,4WD,красный,211000.0,"1 поколение, рестайлинг",5.0,1100000
62,Porsche,Cayenne,2014,Тюмень,бензин,3.6,300.0,АКПП,4WD,черный,175000.0,2 поколение,3.0,2390000
63,Porsche,Cayenne,2015,Нижневартовск,бензин,3.6,300.0,АКПП,4WD,коричневый,213000.0,"2 поколение, рестайлинг",2.0,3195000
64,Porsche,Macan,2014,Томск,бензин,3.6,400.0,робот,4WD,черный,137000.0,1 поколение,6.0,3600000
65,Porsche,Cayenne,2004,Нижневартовск,бензин,4.5,340.0,АКПП,4WD,,185000.0,1 поколение,7.0,635000
66,Porsche,Cayenne,2010,Оренбург,бензин,3.6,300.0,АКПП,4WD,черный,195321.0,2 поколение,7.0,1899000
67,Porsche,Cayenne,2014,Барнаул,дизель,3.0,245.0,АКПП,4WD,коричневый,108000.0,"2 поколение, рестайлинг",3.0,4049000
68,Porsche,Cayenne,2015,Иркутск,дизель,3.0,245.0,АКПП,4WD,черный,127410.0,"2 поколение, рестайлинг",6.0,4090000
69,Porsche,Cayenne,2004,Ростов-на-Дону,бензин,3.2,250.0,АКПП,4WD,черный,210000.0,1 поколение,12.0,750000
70,Porsche,Cayenne,2012,Новосибирск,дизель,3.0,245.0,АКПП,4WD,черный,223000.0,2 поколение,4.0,2550000
71,Porsche,Cayenne,2017,Петропавловск-Камчатский,бензин,3.6,300.0,АКПП,4WD,белый,20000.0,"2 поколение, рестайлинг",,6100000
72,Porsche,Cayenne,2003,Пермь,бензин,4.5,340.0,АКПП,4WD,белый,350000.0,1 поколение,8.0,899999
73,Porsche,Cayenne,2012,Новосибирск,бензин,4.8,400.0,АКПП,4WD,черный,124187.0,2 поколение,1.0,2400000
74,Porsche,Panamera,2014,Челябинск,дизель,3.0,250.0,АКПП,задний,синий,260000.0,"1 поколение, рестайлинг",4.0,3500000
75,Porsche,Cayenne Coupe,2023,Новосибирск,бензин,4.0,460.0,АКПП,4WD,синий,,1 поколение,,25020000
76,Porsche,Macan,2014,Сургут,бензин,3.6,400.0,робот,4WD,коричневый,103800.0,1 поколение,2.0,3499000
77,Porsche,911,2015,Краснодар,бензин,3.8,560.0,робот,4WD,черный,58138.0,7 поколение,5.0,8500000
78,Porsche,Cayenne Coupe,2023,Новосибирск,бензин,4.0,460.0,АКПП,4WD,черный,,1 поколение,,24300000
79,Porsche,Macan,2022,Москва,бензин,2.0,265.0,робот,4WD,серый,,"1 поколение, 2 рестайлинг",,9990000
80,Porsche,911,2019,Санкт-Петербург,бензин,3.0,450.0,робот,задний,черный,12558.0,8 поколение,2.0,12750000
81,Porsche,Cayenne,2007,Тобольск,бензин,4.8,385.0,АКПП,4WD,серый,213000.0,"1 поколение, рестайлинг",7.0,800000
82,Porsche,Macan,2014,Нефтеюганск,бензин,3.0,340.0,робот,4WD,коричневый,25000.0,1 поколение,,2999990
84,Porsche,Panamera,2012,Красноярск,бензин,3.6,300.0,робот,4WD,белый,177000.0,1 поколение,17.0,2300000
85,Porsche,Cayenne,2012,Омск,бензин,4.8,500.0,АКПП,4WD,черный,210000.0,2 поколение,2.0,2450000
86,Porsche,Cayenne,2011,Новосибирск,бензин,4.8,400.0,АКПП,4WD,коричневый,157523.0,2 поколение,5.0,1760000
87,Porsche,Macan,2014,Барнаул,бензин,3.6,400.0,робот,4WD,коричневый,99000.0,1 поколение,3.0,3870000
88,Porsche,Cayenne,2003,Улан-Удэ,бензин,4.5,450.0,АКПП,4WD,серый,200000.0,1 поколение,,380000
89,Porsche,Cayenne,2004,Владивосток,бензин,4.5,340.0,АКПП,4WD,серый,200000.0,1 поколение,,275000
90,Porsche,Macan,2019,Химки,бензин,2.0,252.0,робот,4WD,серый,29297.0,1 поколение,,5400000
91,Porsche,Cayenne,2022,Санкт-Петербург,бензин,2.9,440.0,АКПП,4WD,черный,,3 поколение,1.0,14470000
92,Porsche,Cayenne,2017,Красноярск,бензин,3.6,300.0,АКПП,4WD,черный,76000.0,"2 поколение, рестайлинг",2.0,5200000
93,Porsche,Macan,2018,Тюмень,бензин,2.0,252.0,робот,4WD,черный,61379.0,1 поколение,2.0,4050000
94,Porsche,Cayenne,2019,Тюмень,бензин,3.0,340.0,АКПП,4WD,синий,82684.0,3 поколение,,7250000
95,Porsche,Cayenne Coupe,2022,Тюмень,бензин,3.0,340.0,АКПП,4WD,черный,22.0,1 поколение,,15348833
96,Porsche,Cayenne,2003,Хасавюрт,бензин,4.5,340.0,АКПП,4WD,черный,111111.0,1 поколение,,520000
97,Porsche,Cayenne,2022,Москва,бензин,4.0,460.0,АКПП,4WD,серый,,3 поколение,,18425000
98,Porsche,Cayenne,2010,Москва,дизель,3.0,240.0,АКПП,4WD,белый,136000.0,2 поколение,4.0,2570000
99,Porsche,Cayenne,2012,Казань,дизель,3.0,245.0,АКПП,4WD,черный,89182.0,2 поколение,3.0,2639000
100,Porsche,Cayenne,2008,Смоленск,бензин,3.6,290.0,АКПП,4WD,красный,279000.0,"1 поколение, рестайлинг",2.0,1050000
101,Porsche,Cayenne,2015,Санкт-Петербург,бензин,3.6,300.0,АКПП,4WD,белый,101609.0,"2 поколение, рестайлинг",4.0,3239000
102,Porsche,Panamera,2017,Москва,бензин,4.0,550.0,робот,4WD,синий,26000.0,2 поколение,3.0,9490000
103,Porsche,Cayenne,2007,Тюмень,бензин,4.8,500.0,АКПП,4WD,черный,157132.0,"1 поколение, рестайлинг",12.0,1300000
104,Porsche,Cayenne Coupe,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,50.0,1 поколение,,12600000
105,Porsche,Cayenne,2008,Нижневартовск,бензин,3.6,290.0,АКПП,4WD,коричневый,289000.0,"1 поколение, рестайлинг",8.0,850000
106,Porsche,Taycan,2021,Санкт-Петербург,электро,,761.0,автомат,4WD,серый,50.0,,,20000000
107,Porsche,Macan,2021,Москва,бензин,2.0,252.0,робот,4WD,белый,32843.0,"1 поколение, рестайлинг",2.0,6640000
108,Porsche,Panamera,2012,Москва,бензин,3.6,299.0,автомат,4WD,коричневый,95255.0,,5.0,2290000
109,Porsche,Cayenne,2012,Москва,бензин,4.8,500.0,АКПП,4WD,коричневый,124402.0,2 поколение,4.0,1780000
110,Porsche,Cayenne,2012,Владивосток,бензин,4.8,400.0,АКПП,4WD,белый,113642.0,2 поколение,1.0,2150000
111,Porsche,Cayenne,2022,Москва,бензин,2.9,440.0,АКПП,4WD,белый,8453.0,3 поколение,1.0,13000000
112,Porsche,Cayenne,2008,Рубцовск,бензин,4.8,385.0,АКПП,4WD,бежевый,170000.0,"1 поколение, рестайлинг",10.0,1000000
113,Porsche,Cayenne,2018,Москва,бензин,3.0,340.0,АКПП,4WD,серый,80223.0,3 поколение,2.0,6070000
114,Porsche,Boxster,2013,Владивосток,бензин,3.4,315.0,робот,задний,черный,45000.0,3 поколение,3.0,4700000
115,Porsche,Cayenne,2015,Новомосковск,бензин,3.6,440.0,АКПП,4WD,синий,141300.0,"2 поколение, рестайлинг",3.0,3979000
116,Porsche,Boxster,2000,Тюмень,бензин,2.7,220.0,автомат,задний,красный,65000.0,1 поколение,6.0,1100000
117,Porsche,Cayenne,2011,Иркутск,бензин,4.8,500.0,АКПП,4WD,черный,205000.0,2 поколение,3.0,2300000
118,Porsche,Cayenne,2005,Радужный,бензин,3.2,250.0,АКПП,4WD,серебристый,284000.0,1 поколение,5.0,888000
119,Porsche,Cayenne,2004,Томск,бензин,4.5,340.0,АКПП,4WD,черный,304000.0,1 поколение,11.0,700000
120,Porsche,Cayenne,2008,Сургут,бензин,4.8,405.0,АКПП,4WD,белый,164000.0,"1 поколение, рестайлинг",3.0,1400000
121,Porsche,Cayenne,2003,Оренбург,бензин,4.5,340.0,АКПП,4WD,черный,,1 поколение,6.0,290000
122,Porsche,Cayenne,2012,Саракташ,бензин,4.8,400.0,АКПП,4WD,белый,93000.0,2 поколение,3.0,2750000
123,Porsche,Cayenne,2011,Санкт-Петербург,бензин,4.8,400.0,АКПП,4WD,черный,79985.0,2 поколение,3.0,2480000
124,Porsche,Cayenne,2015,Иркутск,бензин,3.6,300.0,АКПП,4WD,черный,120000.0,"2 поколение, рестайлинг",,3480000
125,Porsche,Cayenne,2012,Красноярск,дизель,3.0,245.0,АКПП,4WD,черный,207000.0,2 поколение,3.0,2567000
126,Porsche,Cayenne,2005,Новосибирск,бензин,4.5,340.0,АКПП,4WD,черный,228000.0,1 поколение,6.0,1115000
127,Porsche,Cayenne,2007,Омск,бензин,4.8,385.0,АКПП,4WD,серый,226000.0,"1 поколение, рестайлинг",15.0,750000
128,Porsche,Cayenne,2002,Нижневартовск,бензин,4.5,340.0,АКПП,4WD,зеленый,238000.0,1 поколение,8.0,670000
129,Porsche,Panamera,2011,Альметьевск,бензин,3.6,300.0,робот,4WD,черный,250000.0,1 поколение,7.0,2250000
130,Porsche,Cayenne,2005,Усть-Кут,бензин,4.5,340.0,АКПП,4WD,черный,195000.0,1 поколение,8.0,400000
131,Porsche,Cayenne,2007,Новосибирск,бензин,4.8,385.0,АКПП,4WD,черный,50000.0,"1 поколение, рестайлинг",13.0,1250000
132,Porsche,Cayenne,2003,Усть-Илимск,бензин,4.5,450.0,АКПП,4WD,черный,197000.0,1 поколение,8.0,390000
133,Porsche,Cayenne,2004,Челябинск,бензин,3.2,250.0,АКПП,4WD,красный,270000.0,1 поколение,3.0,800000
134,Porsche,Cayenne,2011,Иркутск,бензин,3.6,300.0,АКПП,4WD,белый,200000.0,2 поколение,5.0,2400000
135,Porsche,Cayenne,2008,Варгаши,бензин,4.8,385.0,АКПП,4WD,черный,180000.0,"1 поколение, рестайлинг",,1150000
136,Porsche,Cayenne,2011,Тюмень,бензин,3.6,300.0,АКПП,4WD,фиолетовый,220000.0,2 поколение,7.0,2150000
137,Porsche,Cayenne,2020,Иркутск,бензин,3.0,340.0,АКПП,4WD,серый,49000.0,3 поколение,1.0,10500000
138,Porsche,Cayenne,2018,Новосибирск,бензин,2.9,440.0,АКПП,4WD,черный,73000.0,3 поколение,2.0,7530000
140,Porsche,Cayenne,2012,Иркутск,бензин,3.6,300.0,АКПП,4WD,черный,125000.0,2 поколение,6.0,1950000
141,Porsche,Macan,2021,Новосибирск,бензин,2.0,252.0,робот,4WD,серый,10500.0,"1 поколение, рестайлинг",1.0,7500000
142,Porsche,Cayenne,2014,Севастополь,бензин,3.6,300.0,АКПП,4WD,белый,129000.0,2 поколение,5.0,2610000
143,Porsche,Cayenne,2006,Сочи,бензин,3.2,250.0,АКПП,4WD,черный,220000.0,1 поколение,10.0,850000
144,Porsche,Cayenne,2015,Новосибирск,дизель,3.0,245.0,АКПП,4WD,синий,98000.0,"2 поколение, рестайлинг",8.0,5000000
145,Porsche,Cayman,2015,Екатеринбург,бензин,2.7,275.0,робот,задний,золотистый,43000.0,2 поколение,3.0,4600000
146,Porsche,Cayenne,2005,Новосибирск,бензин,4.5,450.0,АКПП,4WD,красный,267000.0,1 поколение,12.0,820000
147,Porsche,Cayman,2019,Новосибирск,бензин,2.0,300.0,робот,задний,черный,5698.0,3 поколение,2.0,6500000
148,Porsche,Cayenne,2018,Новосибирск,бензин,3.0,340.0,АКПП,4WD,бежевый,84300.0,3 поколение,2.0,6500000
149,Porsche,Macan,2022,Новосибирск,бензин,2.0,265.0,робот,4WD,синий,,"1 поколение, 2 рестайлинг",,12820000
150,Porsche,Cayenne,2020,Новосибирск,бензин,3.0,340.0,АКПП,4WD,синий,39605.0,3 поколение,,8730000
151,Porsche,Cayenne,2014,Новосибирск,бензин,4.8,400.0,АКПП,4WD,коричневый,74544.0,2 поколение,3.0,3333333
152,Porsche,Cayenne Coupe,2022,Новосибирск,бензин,3.0,340.0,АКПП,4WD,серый,4000.0,1 поколение,1.0,15950000
153,Porsche,Taycan,2021,Новосибирск,электро,,761.0,автомат,4WD,синий,8326.0,,1.0,17500000
154,Porsche,Cayenne,2014,Новосибирск,бензин,4.8,400.0,АКПП,4WD,серебристый,127000.0,2 поколение,2.0,3500000
155,Porsche,Cayenne,2019,Новосибирск,бензин,2.9,440.0,АКПП,4WD,синий,26933.0,3 поколение,2.0,10500000
156,Porsche,Macan,2015,Новосибирск,бензин,3.0,340.0,робот,4WD,бежевый,68000.0,1 поколение,3.0,3690000
157,Porsche,911,2016,Новосибирск,бензин,3.0,420.0,робот,4WD,оранжевый,27000.0,"7 поколение, рестайлинг",4.0,8900000
158,Porsche,911,2019,Новосибирск,бензин,3.0,450.0,робот,4WD,серебристый,20994.0,,2.0,13000000
159,Porsche,Macan,2016,Новосибирск,дизель,3.0,245.0,робот,4WD,черный,103000.0,1 поколение,3.0,3790000
160,Porsche,Macan,2014,Новосибирск,бензин,3.0,340.0,робот,4WD,коричневый,118000.0,1 поколение,1.0,2990000
161,Porsche,Cayenne,2021,Новосибирск,бензин,4.0,460.0,АКПП,4WD,белый,21465.0,3 поколение,1.0,15000000
162,Porsche,Cayenne,2022,Новосибирск,бензин,3.0,340.0,АКПП,4WD,черный,,3 поколение,,16670000
163,Porsche,Cayenne,2022,Новосибирск,бензин,4.0,640.0,автомат,4WD,синий,,3 поколение,,27300000
164,Porsche,Cayenne,2022,Новосибирск,бензин,3.0,340.0,АКПП,4WD,серый,,3 поколение,,15955000
165,Porsche,Cayenne,2021,Новосибирск,бензин,3.0,340.0,АКПП,4WD,серый,24856.0,3 поколение,3.0,10800000
166,Porsche,Cayenne Coupe,2021,Новосибирск,бензин,2.9,440.0,АКПП,4WD,коричневый,23000.0,1 поколение,1.0,12915000
167,Porsche,Macan,2016,Новосибирск,бензин,3.0,340.0,робот,4WD,синий,41686.0,1 поколение,1.0,4300000
168,Porsche,Cayenne,2022,Москва,бензин,3.0,340.0,АКПП,4WD,черный,,3 поколение,,13470000
169,Porsche,Cayenne,2022,Москва,бензин,4.0,460.0,АКПП,4WD,черный,,3 поколение,,16997000
170,Porsche,Cayenne,2007,Новосибирск,бензин,4.8,500.0,АКПП,4WD,черный,160000.0,"1 поколение, рестайлинг",,360000
171,Porsche,Cayenne,2012,Тюмень,бензин,4.8,400.0,АКПП,4WD,фиолетовый,190179.0,2 поколение,2.0,2199000
172,Porsche,Cayenne,2016,Новосибирск,дизель,3.0,245.0,АКПП,4WD,белый,52886.0,"2 поколение, рестайлинг",3.0,5300000
173,Porsche,Cayenne,2008,Новосибирск,бензин,3.6,290.0,АКПП,4WD,коричневый,255674.0,"1 поколение, рестайлинг",6.0,1320000
174,Porsche,Cayenne,2004,Новосибирск,бензин,4.5,340.0,АКПП,4WD,черный,219000.0,1 поколение,14.0,750000
175,Porsche,Cayenne,2016,Новосибирск,дизель,3.0,245.0,АКПП,4WD,черный,120000.0,"2 поколение, рестайлинг",3.0,4150000
176,Porsche,Cayenne,2018,Новосибирск,дизель,3.0,245.0,АКПП,4WD,черный,93400.0,"2 поколение, рестайлинг",2.0,5550000
177,Porsche,Cayenne,2012,Новосибирск,бензин,4.8,400.0,АКПП,4WD,белый,138200.0,2 поколение,4.0,2650000
178,Porsche,Cayenne,2019,Калининград,бензин,4.0,550.0,АКПП,4WD,оранжевый,25123.0,3 поколение,1.0,11500000
179,Porsche,Cayenne,2020,Москва,бензин,3.0,340.0,АКПП,4WD,серый,26915.0,3 поколение,1.0,7720000
180,Porsche,Panamera,2012,Санкт-Петербург,бензин,4.8,500.0,робот,4WD,серый,51000.0,1 поколение,2.0,3580000
181,Porsche,Cayenne,2017,Санкт-Петербург,дизель,3.0,245.0,АКПП,4WD,черный,151000.0,"2 поколение, рестайлинг",3.0,4000000
182,Porsche,Cayenne,2020,Новосибирск,бензин,3.0,340.0,АКПП,4WD,серый,35000.0,3 поколение,2.0,8800000
183,Porsche,Cayenne,2014,Новосибирск,бензин,4.8,400.0,АКПП,4WD,коричневый,75000.0,2 поколение,,3333333
184,Porsche,Cayenne,2015,Благовещенск,бензин,3.6,440.0,АКПП,4WD,черный,90000.0,"2 поколение, рестайлинг",3.0,5300000
185,Porsche,Panamera,2011,Чита,бензин,3.6,300.0,робот,4WD,черный,134000.0,1 поколение,4.0,2500000
186,Porsche,Cayenne,2010,Калуга,бензин,3.0,333.0,АКПП,4WD,черный,263000.0,2 поколение,3.0,1900000
187,Porsche,Cayenne,2018,Москва,бензин,4.0,550.0,АКПП,4WD,белый,56000.0,3 поколение,1.0,8450000
188,Porsche,Cayenne,2013,Симферополь,бензин,3.6,300.0,АКПП,4WD,коричневый,110000.0,2 поколение,2.0,3270000
189,Porsche,Cayenne,2008,Краснодар,бензин,3.6,290.0,АКПП,4WD,бежевый,130000.0,"1 поколение, рестайлинг",2.0,1590000
190,Porsche,Cayenne,2007,Искитим,бензин,4.5,340.0,АКПП,4WD,черный,200000.0,1 поколение,4.0,1455000
191,Porsche,Panamera,2020,Москва,бензин,3.0,330.0,робот,4WD,черный,17726.0,2 поколение,2.0,11950000
192,Porsche,Panamera,2018,Тюмень,бензин,2.9,440.0,робот,4WD,серебристый,30000.0,2 поколение,2.0,9000000
193,Porsche,Cayenne,2017,Симферополь,бензин,3.6,300.0,АКПП,4WD,коричневый,83000.0,"2 поколение, рестайлинг",,4200000
194,Porsche,Macan,2019,Иркутск,бензин,2.0,252.0,робот,4WD,красный,55000.0,"1 поколение, рестайлинг",3.0,4900000
195,Porsche,Cayenne,2014,Екатеринбург,бензин,4.8,420.0,АКПП,4WD,черный,92000.0,2 поколение,5.0,3200000
196,Porsche,Cayenne,2005,Стерлитамак,бензин,4.5,340.0,АКПП,4WD,серебристый,92085.0,1 поколение,7.0,680000
197,Porsche,Cayenne,2007,Новомосковск,бензин,4.8,385.0,АКПП,4WD,белый,202000.0,"1 поколение, рестайлинг",9.0,900000
198,Porsche,Cayenne Coupe,2019,Москва,бензин,3.0,340.0,АКПП,4WD,черный,34000.0,1 поколение,1.0,8490000
199,Porsche,Cayenne,2008,Нальчик,бензин,4.8,405.0,АКПП,4WD,красный,120000.0,"1 поколение, рестайлинг",4.0,1000050
200,Porsche,Cayenne,2016,Пермь,дизель,3.0,245.0,АКПП,4WD,черный,110000.0,"2 поколение, рестайлинг",1.0,4300000
201,Porsche,Cayenne,2014,Санкт-Петербург,бензин,3.6,420.0,АКПП,4WD,черный,119931.0,"2 поколение, рестайлинг",2.0,3689789
202,Porsche,Panamera,2014,Москва,бензин,3.0,420.0,робот,4WD,черный,76855.0,"1 поколение, рестайлинг",5.0,3597000
203,Porsche,Cayenne,2015,Улан-Удэ,бензин,3.6,300.0,АКПП,4WD,черный,120000.0,"2 поколение, рестайлинг",3.0,3570000
204,Porsche,Cayenne,2011,Новосибирск,бензин,4.8,400.0,АКПП,4WD,черный,148000.0,2 поколение,5.0,2550000
205,Porsche,Panamera,2021,Казань,бензин,2.9,330.0,робот,задний,серый,8608.0,"2 поколение, рестайлинг",1.0,10700000
206,Porsche,911,2011,Красноярск,бензин,3.8,385.0,робот,4WD,белый,26000.0,,2.0,6899000
207,Porsche,Cayenne,2007,Красноярск,бензин,4.8,500.0,АКПП,4WD,белый,180000.0,"1 поколение, рестайлинг",7.0,1699000
209,Porsche,Cayenne,2009,Новосибирск,бензин,4.8,405.0,АКПП,4WD,коричневый,274000.0,"1 поколение, рестайлинг",4.0,1320000
210,Porsche,Cayenne,2017,Краснодар,дизель,3.0,245.0,АКПП,4WD,черный,123000.0,"2 поколение, рестайлинг",2.0,5200000
211,Porsche,Cayenne,2022,Томск,бензин,3.0,340.0,АКПП,4WD,серый,1000.0,3 поколение,,11990000
212,Porsche,Cayenne,2008,Хабаровск,бензин,4.8,385.0,АКПП,4WD,черный,170000.0,"1 поколение, рестайлинг",9.0,1150000
